id,tipo,nome,indirizzo,descrizioneIt,descrizioneEn,foursquareId,contatto - fax,contatto - url,contatto - cell,contatto - nome,contatto - email,contatto - telefono,posizione - latitudine,posizione - longitudine,foto - labelEn,foto - labelIt,foto - imageUrl
ec0f2e78-65f4-40ff-be5b-09abb4269967,Noleggio sci,SPORT CERMIS DOSS DEI LARESI,Doss dei Laresi - 38033 Cavalese,"Nolleggio Sci
Orari:8.15-16.30",,,,http://www.alpecermis.it,, SPORT CERMIS,luigi.ventura@crsurfing.net,+39 (0462)231002,46.26215,11.480902,,,
04a8cfdd-62d0-4efc-876d-09cd195c55df,Prodotto di artigianato locale,AZIENDA AGRICOLA DELLADIO NICOLETTA,"Via Tresselume, 13 - 38038 Lago di Tesero","Soffice natura  la nuova linea cosmetica che ha sviluppato lazienda agricola Delladio Nicoletta, che ha la caratteristica di contenere latte di capra, munto nella propria azienda agricola. Si compone di tre prodotti:
CREMA MANI
LATTE CORPO
BURRO CACAO","A brand new cosmetic line with 3 goat milk made products:
HAND CREAM
BODY MILK
COCOA BUTTER",,,http://www.delladionicoletta.it,,NICOLETTA DELLADIO,info@delladionicoletta.it,(0039) 335 1017632,46.2817068,11.5262207,,,
2ba60c24-803d-4718-87b2-0a2a876fdd00,Prodotto enogatronomico,SALUMERIA DAGOSTIN,"Via Roma, 16 - 38030 Castello-Molina di Fiemme","Macelleria
orari: 8.00-12.00 , 16.00-19.00
chiuso domenica e gioved (fuori stagione)","Butcher Shop
opening time: 8 a.m.-12 p.m. , 4-7 p.m.
closed on Sunday and Thursday",50f9896be0e2a0d070da609b,,http://,, SALUMERIA DAGOSTIN,dagostin@dagostin.it,+39 (0462)235414,46.280158,11.434087,,,
a6653614-fa6d-4cb7-84a4-0c8ca666a0eb,negozio,GREEN POLO,Via Nazionale 24 - 38033 Carano,"Elettrodomestici, Biciclette e Fitness
Orari: 8.30-12.00 , 15.30-19.00
Chiuso: Domenica e Gioved",,50f2b9a072da143f8306a5cd,,http://,, GREEN POLO,greenpolo@akmail.it,+39 (0462)231203,46.2876474315177,11.4439988136292,,,
6804c402-ebff-48b9-be4d-0c9714e03bff,negozio,NUOVA OTTICA,Via Marconi 2/b - 38037 Predazzo (TN),"Ottica, vendita occhiali.
Orari: 9.00-12.00 , 16.00-19.00
Chiuso: gioved","Optician, Glasses.
Opening Time: 9.00 a.m.-12.00 a.m. , 4-7 p.m.
Clodes: Thursday ",,,http://,, NUOVA OTTICA,nuovaottica@teletu.it,+39 (0462)502270,46.30922,11.6018899,,,
1dfb9fb4-31a2-4d5e-b536-0f7c92472beb,negozio,HAIRSTUDIO,Via Fratelli Bronzetti 38 - 38033 Cavalese,"Parrucchiera
Orario: Marted 8.30-12.00 , 14.00-19.00; 
            Mercoled e gioved 8.30-12.00 , 14.00-22.30
            Venerd e Sabato 8.30-19.00
","Hair Stylist
Opening Time: Tuesday 8 a.m.-12 p.m. , 2-7 p.m.
                        Wednesday and Thursday 8.30 a.m.-12 p.m. , 2-10.30p.m.
                        Friday and Saturday 8.30 a.m.-7 p.m.
                        
                       ",50f95108f31cf4c2b2eafc9b,,http://,, HAIRSTUDIO,,+39 (0039)340234,46.2905388293282,11.4627635478973,,,
13b84cf3-d720-4fd5-b0a4-1021ffec7b57,negozio,SALONE CORONA,Via Stava 12/a - 38038 Tesero,"Salone e Centro Estetico
Orari:mar-gio 9.00-12 e 14.00-19.00, mer-sab 9.00-17.00, ven 9.00-19.00
Chiuso:luned e domenica",,4e393aa052b11b0b4a9de4f5,,http://,, SALONE CORONA,dondio1@tin.it,+39 (0462)813677,46.290467,11.510567,,,
1dd87e19-41e8-4efb-a0af-1116af93e179,negozio,LINEA ORO,Via Trento 25 - 38037 Predazzo (TN),"Oreficeria, Orologeria, Gioielleria.
Orari: 9.00-12.00 , 15.45-19.30
chiuso: gioved","Jewelery, Jewelry, Watches.
Opening Time:9.00 a.m-12.00 a.m. , 3.45-7.30 p.m.
Closed: Thursday

",,,http://,, LINEA ORO,lineaoropredazzo@hotmail.it,+39 (0462) 502340,46.3096,11.60199,,,
57363df0-0b3b-4072-ad1d-111c523980bd,negozio,POWER ON,Via Roma 23 - 38030 CASTELLO - MOLINA DI FIEMME,"Elettronica per vetture da competizione
Orari: luned-venerd 9.00-13.00,14.00-18.00
Chiuso:sabato e domenica",,50f9857df31ce4bb9affa032,,http://,, POWER ON,info@poweron.it,+39 (0462)341015,46.282277,11.435253,,,
a05ad921-c232-4380-b0d0-1122c798b1ae,negozio,NICOLAO CONFEZIONI,viale Mendini - 38033 Cavalese,"Articoli regalo
Orari: 9.00-12.00, 15.30-19.00
Chiuso:gioved e domenica",,,,http://,, NICOLAO CONFEZIONI,nicolaopatrizia@hotmail.com,+39 (0462)340471,46.2898864246951,11.4609611034393,,,
f46bed8e-4f0b-4104-9a28-1277d3fe13d5,negozio,NATURA VIVA,"P.zza C.Battisti, 7 - 38033 Cavalese","Ornitologia, Negozio di piccoli animali
orari: 8.30-12.00 , 15.30-19.00
","Pet's shop
opening time: 8.30 a.m.-12 p.m. , 3.30-7 p.m.
",4e2aecf8227197a112d3b3b8,,http://,, NATURA VIVA,sottorivamanuel@virgilio.it,+39 (0462)341140,46.29195,11.45907,,,
4fd68c19-4049-498f-b691-12b7813d557c,negozio,LAVANDERIA VU ZETA,via Roma 49/a - 38038 Tesero,"Lavanderia
Orari: 8.45-12.00, 15.30-18.45
Chiuso: venerd",,50e883cb011c06dc420f3e09,,http://,, LAVANDERIA VU ZETA,,+39 (0462)813751,46.2882998628196,11.5120840072632,,,
361dab8d-ba40-4c08-b51c-1484f72fbe06,negozio,ZENI SPORT,"Via IV Novembre, 21/B - 38038 Tesero","Abbigliamento - articoli sportivi - noleggio ciaspole
orari: 8.45-12.15 , 15.45-19.30
chiuso gioved e domenica
","Sportswear shop - snowshoes rent
opening time: 8.45 a.m.-12.15 p.m. , 3.45-7.30 p.m.
closed on Thursday and Sunday
",50e97ee190e7ee08defcfc73,,http://,, ZENI SPORT,alessandro.zeni1@tin.it,+39 (0462)813022,46.289145046361,11.5117514133453,,,
9057624b-be91-417c-8d3a-14e458c1a575,negozio,FRUTTA E FIORI DI VARESCO B.,"Via Nazionale, 19 - 38030 Ziano di Fiemme","Negozio frutta e fiori
orari: 8.00-12.15 , 16.00-19.15
chiuso gioved e domenica
","Grocery and flowers seller
opening time: 8 a.m.-12.15 p.m. , 4-7.15 p.m.
closed on Thursday and Sunday
",50ddbb7fe4b0c68e5c180e40,+39 (0462)571136,http://,, FRUTTA E FIORI DI VARESCO B.,,+39 (0462)571136,46.2872214,11.5626858,,,
f59dbd3b-bea5-46ac-ba38-16f65751bf08,negozio,L'ARCOBALENO,Via Molini 2 - 38030 Ziano di Fiemme,"Souvenirs, Giochi, Noleggio Mountain Bike
Orari: 9.00-12.00 , 15.30-19.00
Chiuso: Domenica","Souvenirs, Toys, Mountain Bike Rent
Opening Time: 9 a.m.-12 p.m. , 3.30-7 p.m.
Close: Sunday",4e47f2c545dd2955e5ab7d4d,,http://,, L'ARCOBALENO,etadaniel@gmail.com,+39 (0462)571387,46.2854231754945,11.5635073184967,,,
feaef7ff-3420-4e9b-bd3d-19cceb6db017,negozio,OTTICA TONINI,Via Cesare Battisti 15/a - 38037 Predazzo (TN),"Ottico e negozio occhiali
Orari: 9.00-12.00 , 15.30-19.00
chiuso: gioved","Optical and grasses
Opening Time: 9.00 a.m.-12.00 a.m. , 3.30-7 p.m.
closed: Thursday",,,http://,, OTTICA TONINI,commerciale@otticatoninimariopredazzo.it,+39 (0462)500028,46.3129753350323,11.6009294986725,,,
b57eac68-285d-42b5-96d9-1a4f0cb49bad,negozio,SALONE RITA,Via Fiamme Gialle 7/a - 38037 Predazzo (TN),"Parrucchiera
Orari: 8.30-12.00 , 14.30-19.00","Unisex Hair Stylist
Opening Time: 8.30 a.m.-12 p.m. , 2.30-7 p.m.",50f82b05e4b0961be1a1c195,,http://,, SALONE RITA,,+39 (0462)502020,46.30887,11.6018,,,
7ff89680-979a-403c-931d-1d0f30ec6e98,negozio,BARBIERIA BOSCHETTO,Via Frateli Bronzetti 22 - 38033 Cavalese,"Barbiere
Orari: 8.00-12.00 , 15.00-19.00
          Domenica 10.00-12.00
","Barber
Opening Time: 8 a.m.-12 p.m. , 3-7 p.m.
                        Sunday 10 a.m.-12 p.m.",,,https://sites.google.com/site/saloneboschetto/home,, BARBIERIA BOSCHETTO,saloneboschetto@gmail.it,+39 (0462)230155,46.2908946831255,11.4614975452423,,,
3e577368-2b0e-4ab5-aa1c-1f4cf0e589ec,negozio,AGRIFER,Loc. Piera 3 - 38038 Tesero,"Ferramenta, Prodotti Casa, Giardinaggio, Prodotti per Animali
Orari: 8.00-12.00 , 15.30-19.00
Chiuso: Domanica","Hardware Shop, Home Store, Gardening, Animal Poducts",50e85ce645b01135f31af57a,,http://www.fcvalfiemme.it,, AGRIFER,info@fcvalfiemme.it,+39 (0462)515000,46.2903460742227,11.4928150177002,,,
f796f395-2605-42cb-9d00-211fbb117e08,negozio,LA SPORTIVA - FACTORY SHOP,Via Ischia 3 - 38030 Ziano di Fiemme,"Calzature da montagna, Abbigliamento Sportivo
Orari: 9.00-12.00 , 15.30-19.00
Chiuso: Domenica","Mountain Shoes, Sport Clothes
Opening Time: 9 a.m.-12 p.m. , 3.30-7 p.m.
Close: Sunday",,,http://www.lasportiva.com,, LA SPORTIVA - FACTORY SHOP,lasportiva@lasportiva.com,+39 (0462)571800,46.2823832128706,11.5533471107483,,,
44bf5c6b-459f-4df0-8cfa-2329b82f0940,negozio,ATHENAS,"Piazza SS Filippo e Giacomo, 6  - 38037 Predazzo (TN)",,,50ec3338582ffe4ceec70588,,http://,, ATHENAS,,+39 (0462) 502988,46.312760426997,11.602463722229,,,
8486a41b-672a-4046-9f0a-23550fc1fd15,Prodotto di artigianato locale,IL MASO DELLE ERBE,"via Roma, 2/a - 38038 Tesero","Apicoltura e prodotti naturali
Orari:8.00-12.00,14.00-18.00
chiuso:sabato",,,,http://www.masoerbe.it,, IL MASO DELLE ERBE,info@masoerbe.it,+39 (0462)814753,46.288583,11.504977,,,
16521ca1-4cc4-48c3-a8ea-247d85d2273a,negozio,I MONELLI,Vicolo Rasmo 1 - 38033 Cavalese,"Parrucchiera Unisex e Accessori Moda
Orari: 9.00-12.00 , 14.30-19.00
          Venerd e Sabato 8.30-18.30","Unisex Hair Stylist and Fashion Accessories
Opening Time: 9 a.m.-12 p.m. , 2.30.7 p.m.
                        Friday and Saturday 8.30 a.m.-6.30 p.m.",,,http://,, I MONELLI,i-monelli@alice.it,+39 (0462)341681,46.2908650287307,11.4602959156036,,,
2eec9130-fb37-4140-a560-28ec562a904f,negozio,PROFUMERIA MODERNA,Via Cesare Battisti 16 - 38037 Predazzo (TN),"Profumeria, Bigiotteria, Piccola Poshetteria
Orari: 9.00-12.00 , 15.30-19.00","Perfumery, Costume Jewelry Store
Opening Time: 9 a.m.-12 p.m. , 3.30-7 p.m.",50f82870e4b07adc0bd5ba48,,http://,, PROFUMERIA MODERNA,,+39 (0462)501242,46.3132791690906,11.6008758544922,,,
bdac5c2a-5b7c-4916-a7ba-2a642a85b195,negozio,IL PUNTO BIO,Via Marconi 2/a - 38037 Predazzo (TN),"Alimentare Biologico
Orari: 8.15-12.30 , 15.30-19.30
Chiuso: gioved pomeriggio","Bio-point
Opening time: 8.15 a.m.-12.30 a.m. , 3.30-7.30 p.m.
Closed: Thursday afternoon",,,http://www.ilpuntobio.it,, IL PUNTO BIO,bio@ilpuntobio.it,+39 (0462)500066,46.30922,11.6018899,,,
a9f3c56f-d930-4a67-9670-2aa68fca90fd,negozio,SALONE ROSY,"Via Gelico, 38 - 38030 Panchi","Parrucchiera
orari: 9.00-12.00 , 14.00-19.00
chiuso luned e domenica","Hairstylist
opening time: 9 a.m.-12 p.m. , 2-7 p.m.
closed on Monday and Sunday",50fc18a7e4b03e4eace4e000,,http://,, SALONE ROSY,fabiodelvai@tiscali.it,+39 (0462)813079,46.28487,11.54138,,,
c4843a35-7433-4909-8bf2-2eafff61dcad,negozio,GI & BA,"Via Pretura, 5 - 38033 Cavalese","Abbigliamento low cost
orari: 9.30.12.00 , 16.00-19.00
","Low-cost clothing store
opening time: 9.30 a.m.-12 p.m. , 4-7 p.m.",50f96360e889882d6d54b9da,,http://www.giebapromotion.it,, GI & BA,,+39 (0462)230218,46.2907908926734,11.4612936973572,,,
49457faa-947b-4034-9751-2fd5179c11d0,negozio,IL LARICE,"via Stava,8 - 38038 Tesero","Cornici e colori
Orari:8.30-12.00, 15.30-19.00
Chiuso:gioved",,50e881d6011c06dc420c2baa,+39 (0462)810030,http://www.arteiori.it,, IL LARICE,paolalarice@gmail.com,+39 (0462)810030,46.2903164195309,11.5112900733948,,,
69ad8e9f-0755-4235-bd3a-30ea182b626a,Supermercato/minimarket,FAMIGLIA COOPERATIVA - TESERO,Via Cavada 6 - 38038 Tesero,"Supermercato, Casalinghi, Piccola Merceria, Abbigliamento
Orari: 8.00-12.15 , 16.00-19.00
Chiuso: Domenica","Supermarket, Little Home Forniture, Haberdashery, Cloths Shop
Opening Time: 8 a.m.-12.15 p.m. , 4-7 p.m.
Close: Sunday",50e878e2ebcaea3d7f1c7f78,,http://www.fcvalfiemme.it,, FAMIGLIA COOPERATIVA - TESERO,,+39 (0462)813031,46.2899976305797,11.511504650116,,,
177636e0-327d-47bb-ad7e-317a7456de30,negozio,GRAN BAZAR,"Via Dolomiti, 37/A - 38030 Castello-Molina di Fiemme","Ferramenta e utensili
orari: 8.00-12.00 , 14.00-18.30
chiuso gioved e domenica
","Ironmonger / Tool shop
opening time: 8 a.m.-12 p.m. , 2-6.30 p.m.
closed on Sunday and Thursday",50e82a0716485605cea82721,,http://www.infoastegranbazar.com,, GRAN BAZAR,astecom@infoastegranbazar.com,+39 (0462)871352,46.283395,11.441072,,,
86728764-a0de-4c24-9ec3-3205fff2036b,Mostra,GALLERIA D'ARTE,"Via Nazionale, 22 - 38030 Carano","Galleria d'arte
orari: 9.00-12.00 , 15.30-17.00
chiuso domenica","Art Gallery
opening time: 9 a.m.-12 p.m. , 3.30-5 p.m.
closed on Sunday",50f2b60772da143f830238a9,,http://www.galleriaeuropa.it,, GALLERIA D'ARTE,david@galleriaeuropa.it,+39 (0462)231311 ,46.2875139787032,11.4447927474976,,,
87201369-34b1-400a-ab5b-32f6293286c0,Supermercato/minimarket,FAMIGLIA COOPERATIVA - VARENA,"Via Mercato ,9 - 38030 Varena","Supermercato
orari: 8.00-12.00 , 15.45-18.45
chiuso:gioved e domenica","Supermarket
opening time: 8 a.m.-12 p.m. , 3.45-6.45 p.m.
closed on Thursday and Sunday",50fc52fa582f0eb2b36599ba,,http://,, FAMIGLIA COOPERATIVA - VARENA,,+39 (0462)340345,46.303461,11.456182,,,
b1d578d8-1a08-49a6-995f-38faa234e748,negozio,FOTO BONINSEGNA,Via Trento 29 - 38037 Predazzo (TN),"Fotografo, Stampe
Orari: 8.30-12.15 , 15.30-19.15
Chiuso: gioved pomeriggio","Photographer and Print.
Opening Time: 8.30 a.m.-12.15 a.m. , 3.30-7.15 p.m.
closed: Thursday afternoon",,,http://www.fotoboninsegna.blogspot.it,, FOTO BONINSEGNA,fotoboninsegna@gmail.com,+39 (0462)501105,46.30948,11.60188,,,
4ad6534c-1c08-4b80-8362-3a236fae93cd,negozio,MACELLERIA DALLAFIOR,Via Chiesa 56 - 38033 Masi di Cavalese,"Carni Nostrane e Prodotti Tipici
Orari: 8.00-12.00 , 15.30-19.00","Butcher's and Typical Local Products'Shop
Opening Time: 8 a.m.-12 p.m. , 3.30-7 p.m.",50e5dca2e4b01e9072cbce69,,http://www.macelleriadallafior.it,, MACELLERIA DALLFIOR,macelleriadallafior@gmail.com,+39 (0462)341586,46.283246,11.485075,,,
7cf6d2bb-e39c-40e7-b332-3a5d1f71bba8,negozio,GIOIELLERIA HUSKY E ALASKA,Via Fratelli Bronzetti  - 38033 Cavalese,"Gioielleria
Orari:9.00-12.30, 16.00-19.30
Chiuso:gioved",,50f965bbe889882d6d58a973,,http://,, GIOIELLERIA HUSKY E ALASKA,renatomasicchio@alice.it,+39 (0462)342166,46.2909391646876,11.4613366127014,,,
51f5176c-9ff6-4b4f-a843-3ad76baf0896,negozio,PANIFICIO TARTER,"Via Guglielmo Marconi, 17 - 38030 Castello-Molina di Fiemme","Panificio
orari: luned-gioved 6.30-12.15 , venerd-sabato 16.30-19.00
chiuso domenica","Bakery
opening time: Monday-Thursday 6.30 a.m.-12.15 p.m. / Friday-Saturday 4.30-7 p.m.
closed on Sunday

 ",50f2fd43183f7e024dd26ff7,,http://,, PANIFICIO TARTER,,+39 (0462)341568,46.272853,11.416112,,,
c0bb30f5-3852-4996-9be7-3b375bd60c7a,negozio,BATA,Via Fiamme Gialle 54 - 38037 Predazzo (TN),"Calzature
Orario: 8.30-12.30 , 15.30-19.00
           sabato: 8.30-12.30 , 14.30-19.00
chiuso: domenica

","Footwear
opening time: 8.30 a.m.- 12 p.m. , 3.30-7 p.m.
closed: Thursday
",,,http://www.dellagiacoma.org,, BATA,bata@dellagiacoma.org,+39 (0462)501787 ,46.3035556425679,11.5931725502014,,,
de3f2739-2b28-49b5-9813-3c4845bed53a,negozio,CASALINGHI BERTAGNOLLI,Piazza Dante 9  - 38033 Cavalese,"Ferramenta e Casalinghi
Orari: 7.45-12.00 , 15.00-19.00","Hardware Shop and Home Center
Opening Time: 7.45 a.m.-12 p.m. , 3-7 p.m.",,,http://,, CASALINGHI BERTAGNOLLI,bertagnollisas@yahoo.it,+39 (0462)340293,46.2923106617896,11.4586651325226,,,
966b1024-941f-4c40-a979-3ccc28cf2ed1,negozio,SALONE VALE,"Via Nazionale, 22 - 38030 Panchi","Parrucchiera
orari: 8.30-12.00 , 14.00-19.00
chiuso luned e domenica","Hairstylist
opening time 8.30 a.m.-12 p.m. , 2-7 p.m.
closed on Monday and Sunday",50fc18ece4b0ef4b9cdb45c0,,http://,, SALONE VALE,v-valery@live.it,+39 (340)8293896,46.285727162479,11.5423178672791,,,
cd7e39ba-06a6-4dfb-87e7-3de80ab413af,negozio,PANIFICIO ZORZI - CASTELLO DI FIEMME,"via Roma, 32 - 38030 Castello-Molina di Fiemme","Panificio/pasticceria
orari: 7.00-12.30 , 16.00-19.00
chiuso: domenica e gioved pomeriggio","Bakery / pastry store
opening time: 7 a.m.-12.30 p.m. , 4-7 p.m.
closed on Sunday and Thursday afternoon",50f97f71d63eef3580bb96ad,,http://,, PANIFICIO ZORZI,panificio.zorziezio@virgilio.it,+39 (0462)341482,46.2799733665449,11.4345037937164,,,
81e0d63a-0add-4088-a33d-3e2e5f601e1b,negozio,SALONE DA NELLA,Via Fratelli Bronzetti 5 - 38033 Cavalese,"Parrucchiera Unisex
Orari: Mar-Ven 8.30-12.00 , 14.30-19.00
          Sab 8.00-12.00 , 14.00-19.00  ","Unisex Hair Stylist
Opening Time: Tuesday-Friday 8.30 a.m.-12 p.m. , 2.30-7 p.m.
                        Saturday 8 p.m.-12 p.m. , 2-7 p.m.  ",,,http://,, SALONE DA NELLA,,+39 (0039)340136,46.2911986397464,11.4610040187836,,,
d531d073-f4be-49ad-96cc-3e6aeb55f0b3,negozio,SALONE LUCILLA,"Via Giovannelli A., 49 - 38030 Carano","Parrucchiera per signora
orari: 8.30-12.00 , 14.00-19.00
chiuso luned e domenica","Woman Hair stylist
opening time: 8.30 a.m.-12 p.m. , 2-7 p.m.
closed on Sunday and Monday",50f300a419a963b26466c414,,http://,, SALONE LUCILLA,lucillavaresco@virgilio.it,+39 (0462)3418247,46.2911615719562,11.4393424987793,,,
39de2f7d-ace1-4f15-bf36-3ee28277ad2e,negozio,OROLOGERIA TONINI,Via Cesare Battisti 15 - 38037 Predazzo (TN),"Orologeria e Oreficeria.
Orari: 8.00-12.00 , 15.30-19.00
Chiuso: gioved","Watches and Jewelery
Opening Time: 8.00 a.m.,12.00 , 3.30-7 p.m
Closed: Thursday",50f821e1e4b0b059f4c32817,,http://,, OROLOGERIA E OREFICERIA TONINI,,+39 (0462)501205,46.313182831645,11.600661277771,,,
7dd58eb8-06ee-4163-b740-4199d2bfdcc8,negozio,PENELOPE,via Pretura 1 - 38033 Cavalese,"Abbigliamento Donna
Orari: 9.00-12.30 , 16.00-19.30","Women's Wear
Opening Time: 9 a.m.-12.30 p.m. , 4-7.30 p.m.",5033e063e4b03bf9eee94398,,http://,, PENELOPE,,+39 (0462)231478,46.2908205471084,11.4607572555542,,,
dbbb08c6-ea49-4737-906d-433aafb2fb9e,negozio,ESTETICA DENISE,Via Stazione 5 - 38030 CASTELLO DI FIEMME,"Estetista
Orari: 9.00-12.00 , 14.00-19.30
Chiuso: Luned","Beautician
Opening Time: 9 a.m.-12 p.m. , 4-7.30 p.m.
Close: Monday",,,http://,, ESTETICA DENISE,bonelli.denise@live.it,+39 (0462)232032,46.282333,11.433308,,,
b5b0a54d-c0d6-42fc-9a42-438d848b0475,negozio,MACELLERIA 'L BORTOLETO,Via Cesare Battisti 2 - 38037 Predazzo (TN),"Macelleria e Prodotti Tipici
Orari: 7.00-12.30 , 16.00-19.30","Butcher's and Typical Local Products
Opening Time: 7 a.m.-12.30 p.m. , 4-7.30 p.m.",50f81f18e4b0f2d6fc97fabe,,http://www.macelleriadellantonio.it,, MACELLERIA 'L BORTOLETO,info@macelleriadellantonio.it,+39 (0462)501231,46.31321,11.600849,,,
928b0424-82f8-4dda-9b45-439d7ed2c4a0,Prodotto enogatronomico,PER BACCO,Via Venzan 13 - 38030 Panchi,"Vinoteca, Artigianato, Idee Regalo
Orari: 9.00-12.30, 15.30-19.00",,,,http://,, PER BACCO,,+39 (0462)810240,46.2872619002776,11.5312564373016,,,
37f70c8f-0a9b-4829-919f-43b703e4b7a4,negozio,MODA & ACCESSORI,Via Trento 10 - 38037 Predazzo (TN),"Orari: 9.00-12.00 , 16.00-19.00
Chiuso: Gioved","Opening Time: 9 a.m.-12 p.m. , 4-7 p.m.
Close: Thursday",,,http://,, MODA & ACCESSORI,,+39 (0462)500183,46.3105520127771,11.6022062301636,,,
